id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
345112.0,2021-03-08,segunda-feira,16:50:00,MG,116.0,"397,9",GOVERNADOR VALADARES,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva,Não,6,0,0,5,1,0,5,2,"-18,74551449","-41,98339462",SPRF-MG,DEL06-MG,UOP01-DEL06-MG
345113.0,2021-03-08,segunda-feira,09:30:00,MG,354.0,"712,5",CAXAMBU,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,"-22,04873198","-44,92665648",SPRF-MG,DEL17-MG,UOP01-DEL17-MG
345117.0,2021-03-08,segunda-feira,20:20:00,MG,40.0,"672,7",CARANDAI,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-20,99196931","-43,77995079",SPRF-MG,DEL05-MG,UOP02-DEL05-MG
345125.0,2021-03-08,segunda-feira,13:45:00,MG,251.0,333,FRUTA DE LEITE,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-16,25683842","-42,43114276",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
345146.0,2021-03-08,segunda-feira,22:00:00,MG,381.0,287,JAGUARACU,Condutor Dormindo,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-19,634349","-42,80726132",SPRF-MG,DEL03-MG,UOP02-DEL03-MG
345158.0,2021-03-09,terça-feira,04:30:00,MG,262.0,549,LUZ,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,3,0,0,1,2,0,1,2,"-19,72508993","-45,86948395",SPRF-MG,DEL08-MG,UOP02-DEL08-MG
345167.0,2021-03-09,terça-feira,06:15:00,MG,381.0,571,ITAGUARA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-20,44411687","-44,56483443",SPRF-MG,DEL04-MG,UOP03-DEL04-MG
345208.0,2021-03-09,terça-feira,10:15:00,MG,40.0,"471,1",SETE LAGOAS,Estacionar ou parar em local proibido,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Não,2,0,1,0,1,0,1,2,"-19,47543632","-44,29066576",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
345226.0,2021-03-09,terça-feira,06:50:00,MG,116.0,515,UBAPORANGA,Chuva,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Desvio Temporário,Não,12,2,4,0,6,0,4,3,"-19,67441","-42,116812",SPRF-MG,DEL06-MG,UOP02-DEL06-MG
345227.0,2021-03-09,terça-feira,11:30:00,MG,381.0,"511,2",IGARAPE,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,5,1,0,0,4,0,0,5,"-20,08463223","-44,3099407",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
345237.0,2021-03-09,terça-feira,09:25:00,MG,365.0,413,PATOS DE MINAS,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-18,6741811","-46,54412894",SPRF-MG,DEL10-MG,UOP01-DEL10-MG
345240.0,2021-03-09,terça-feira,07:00:00,MG,116.0,"636,5",DIVINO,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Não Informado,Não,1,0,0,1,0,0,1,1,"-20,6269077","-42,22298361",SPRF-MG,DEL07-MG,UOP03-DEL07-MG
345253.0,2021-03-09,terça-feira,14:30:00,MG,50.0,73,UBERLANDIA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,Sim,2,0,0,1,1,0,1,2,"-18,85140204","-48,25345932",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
345290.0,2021-03-09,terça-feira,09:30:00,MG,251.0,"221,9",CACHOEIRA DE PAJEU,Ultrapassagem Indevida,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,0,3,0,0,3,"-15,95515343","-41,6268738",SPRF-MG,DEL11-MG,UOP02-DEL11-MG
345327.0,2021-03-09,terça-feira,17:00:00,MG,365.0,393,PATOS DE MINAS,Velocidade Incompatível,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,2,0,0,0,2,0,0,2,"-18,63420854","-46,35904312",SPRF-MG,DEL10-MG,UOP01-DEL10-MG
345363.0,2021-03-10,quarta-feira,04:10:00,MG,251.0,"492,7",FRANCISCO SA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Desvio Temporário,Não,1,0,1,0,0,0,1,1,"-16,52943789","-43,58177662",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
345365.0,2021-03-10,quarta-feira,04:50:00,MG,381.0,"919,3",CAMANDUCAIA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Não,2,0,1,0,1,0,1,2,"-22,75636463","-46,15345635",SPRF-MG,DEL16-MG,UOP03-DEL16-MG
345366.0,2021-03-10,quarta-feira,03:30:00,MG,365.0,"17,9",MONTES CLAROS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,3,0,3,0,0,0,3,1,"-16,86592699","-43,98363496",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
345395.0,2021-03-10,quarta-feira,08:00:00,MG,381.0,902,CAMBUI,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,2,0,0,0,2,1,"-22,67444472","-46,09767911",SPRF-MG,DEL16-MG,UOP03-DEL16-MG
345426.0,2021-03-10,quarta-feira,10:40:00,MG,40.0,"626,5",CONSELHEIRO LAFAIETE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-20,62801922","-43,80896769",SPRF-MG,DEL05-MG,UOP02-DEL05-MG
345454.0,2021-03-10,quarta-feira,12:50:00,MG,365.0,"631,4",UBERLANDIA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,3,0,0,0,3,0,0,2,"-18,89793861","-48,38105894",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
345456.0,2021-03-10,quarta-feira,13:30:00,MG,50.0,71,UBERLANDIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Não Informado,Sim,3,0,1,0,2,0,1,2,"-18,89201037","-48,25376814",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
345457.0,2021-03-10,quarta-feira,13:35:00,MG,251.0,512,FRANCISCO SA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,"-16,6553239","-43,71906108",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
345462.0,2021-03-10,quarta-feira,09:10:00,MG,381.0,"602,1",CARMOPOLIS DE MINAS,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,"-20,61095427","-44,73514795",SPRF-MG,DEL04-MG,UOP01-DEL04-MG
345489.0,2021-03-10,quarta-feira,16:15:00,MG,40.0,"380,3",CURVELO,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Não Informado,Não,3,0,0,1,1,1,1,2,"-18,87668502","-44,72217602",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
345503.0,2021-03-10,quarta-feira,18:30:00,MG,365.0,18,MONTES CLAROS,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Não Informado,Não,2,0,0,1,1,0,1,2,"-16,87824584","-44,00270102",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
345538.0,2021-03-10,quarta-feira,22:10:00,MG,381.0,"411,8",NOVA UNIAO,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-19,72550384","-43,5688591",SPRF-MG,DEL01-MG,UOP01-DEL01-MG
345542.0,2021-03-07,domingo,14:30:00,MG,116.0,430,ALPERCATA,Ultrapassagem Indevida,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-18,99809891","-41,97757268",SPRF-MG,DEL06-MG,UOP01-DEL06-MG
345553.0,2021-03-10,quarta-feira,23:15:00,MG,116.0,813,ALEM PARAIBA,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,2,0,1,0,1,0,1,2,"-21,8449291","-42,67297203",SPRF-MG,DEL07-MG,UOP01-DEL07-MG
345557.0,2021-03-11,quinta-feira,02:00:00,MG,153.0,"7,5",ARAPORA,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-18,478658","-49,188442",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
345573.0,2021-03-11,quinta-feira,08:15:00,MG,459.0,"93,1",CONGONHAL,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-22,17944","-45,995041",SPRF-MG,DEL09-MG,UOP01-DEL09-MG
345605.0,2021-03-11,quinta-feira,07:20:00,MG,50.0,81,UBERLANDIA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-18,986906","-48,211853",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
345625.0,2021-03-11,quinta-feira,10:55:00,MG,381.0,371,SAO GONCALO DO RIO ABAIXO,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Não Informado,Não,1,0,0,1,0,0,1,1,"-19,84407789","-43,30732499",SPRF-MG,DEL01-MG,UOP01-DEL01-MG
345656.0,2021-03-11,quinta-feira,16:00:00,MG,40.0,199,JOAO PINHEIRO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Curva,Não,2,1,0,0,1,0,0,2,"-18,01130432","-45,81564903",SPRF-MG,DEL14-MG,UOP02-DEL14-MG
345659.0,2021-03-11,quinta-feira,06:40:00,MG,153.0,"42,7",CANAPOLIS,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-18,7557052","-49,07788634",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
345696.0,2021-03-11,quinta-feira,18:45:00,MG,116.0,526,ALPERCATA,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,3,0,1,0,2,0,1,3,"-18,96571441","-41,97154999",SPRF-MG,DEL06-MG,UOP02-DEL06-MG
345702.0,2021-03-11,quinta-feira,21:40:00,MG,50.0,84,UBERLANDIA,Condutor usando celular,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Não Informado,Não,2,1,0,0,1,0,0,2,"-18,99589703","-48,21049418",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
345718.0,2021-03-11,quinta-feira,23:30:00,MG,381.0,"559,9",ITAGUARA,Velocidade Incompatível,Tombamento,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Não,2,0,0,0,2,0,0,2,"-20,38230203","-44,48068397",SPRF-MG,DEL04-MG,UOP03-DEL04-MG
345767.0,2021-03-12,sexta-feira,07:50:00,MG,40.0,"41,2",PARACATU,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,2,1,0,0,3,3,"-17,21271307","-46,87295209",SPRF-MG,DEL14-MG,UOP01-DEL14-MG
345789.0,2021-03-12,sexta-feira,11:10:00,MG,381.0,"502,7",BETIM,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Sim,6,0,5,0,1,0,5,2,"-20,01948419","-44,22786713",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
345823.0,2021-03-08,segunda-feira,00:40:00,MG,365.0,"647,4",UBERLANDIA,Chuva,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,11,1,2,0,8,0,2,2,"-18,87453984","-48,53093797",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
345933.0,2021-03-12,sexta-feira,20:40:00,MG,50.0,169,UBERABA,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Desvio Temporário,Não,2,0,0,0,1,1,0,2,"-19,72771598","-47,98120608",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
345997.0,2021-03-13,sábado,08:15:00,MG,146.0,510,POCOS DE CALDAS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Não,2,0,2,0,0,0,2,1,"-21,772579","-46,421833",SPRF-MG,DEL09-MG,UOP01-DEL09-MG
346002.0,2021-03-13,sábado,07:45:00,MG,262.0,"390,2",MATEUS LEME,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-19,93170721","-44,45941636",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
346023.0,2021-03-13,sábado,12:17:00,MG,381.0,654,SANTO ANTONIO DO AMPARO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,"-20,99437964","-44,96041633",SPRF-MG,DEL04-MG,UOP02-DEL04-MG
346035.0,2021-03-13,sábado,10:30:00,MG,381.0,"172,9",GOVERNADOR VALADARES,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-18,98622096","-42,10906603",SPRF-MG,DEL06-MG,UOP01-DEL06-MG
346057.0,2021-03-13,sábado,12:30:00,MG,381.0,737,TRES CORACOES,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,"-21,59740119","-45,23880352",SPRF-MG,DEL16-MG,UOP02-DEL16-MG
346059.0,2021-03-13,sábado,17:15:00,MG,262.0,893,CAMPO FLORIDO,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,"-19,76694276","-48,58091387",SPRF-MG,DEL13-MG,UOP02-DEL13-MG
346070.0,2021-03-13,sábado,11:10:00,MG,40.0,213,JOAO PINHEIRO,Frear bruscamente,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3,0,1,0,2,0,1,3,"-17,96471403","-45,71192059",SPRF-MG,DEL14-MG,UOP02-DEL14-MG
346107.0,2021-03-13,sábado,13:30:00,MG,381.0,"815,1",CAREACU,Carga excessiva e/ou mal acondicionada,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Curva,Não,1,0,0,0,1,0,0,1,"-22,08771284","-45,70503017",SPRF-MG,DEL16-MG,UOP02-DEL16-MG
346127.0,2021-03-13,sábado,23:00:00,MG,262.0,"633,7",IBIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,4,0,2,1,1,0,3,2,"-19,59188925","-46,4810096",SPRF-MG,DEL08-MG,UOP01-DEL08-MG
346145.0,2021-03-14,domingo,02:45:00,MG,381.0,"753,8",TRES CORACOES,Condutor Dormindo,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-21,67856574","-45,34113742",SPRF-MG,DEL16-MG,UOP02-DEL16-MG
346167.0,2021-03-14,domingo,07:00:00,MG,381.0,"931,1",ITAPEVA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-22,78718464","-46,24195088",SPRF-MG,DEL16-MG,UOP03-DEL16-MG
346202.0,2021-03-14,domingo,09:30:00,MG,381.0,316,NOVA ERA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,4,0,0,4,0,0,4,2,"-19,69896406","-42,99486928",SPRF-MG,DEL03-MG,UOP02-DEL03-MG
346217.0,2021-03-14,domingo,15:17:00,MG,262.0,802,UBERABA,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-19,779234","-47,964844",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
346222.0,2021-03-14,domingo,17:20:00,MG,381.0,523,BRUMADINHO,Velocidade Incompatível,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,3,1,0,1,1,0,1,2,"-20,1530682","-44,32617552",SPRF-MG,DEL04-MG,UOP03-DEL04-MG
346232.0,2021-01-21,quinta-feira,19:45:00,MG,262.0,"835,5",VERISSIMO,Deficiência do Sistema de Iluminação/Sinalização,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,748272","-48,232544",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
346254.0,2021-03-14,domingo,15:50:00,MG,40.0,649,CRISTIANO OTONI,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Sim,2,0,0,1,1,0,1,2,"-20,82207323","-43,81124496",SPRF-MG,DEL05-MG,UOP02-DEL05-MG
346263.0,2021-03-14,domingo,11:00:00,MG,262.0,503,LUZ,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,77742928","-45,46421618",SPRF-MG,DEL08-MG,UOP03-DEL08-MG
346273.0,2021-03-14,domingo,20:40:00,MG,50.0,"93,5",UBERLANDIA,Demais falhas mecânicas ou elétricas,Eventos atípicos,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-19,07492502","-48,18892306",SPRF-MG,DEL15-MG,UOP01-DEL15-MG
346316.0,2021-03-14,domingo,23:00:00,MG,365.0,"694,3",MONTE ALEGRE DE MINAS,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Não Informado,Não,2,0,1,0,1,0,1,2,"-18,87801743","-48,94107198",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
346333.0,2021-03-15,segunda-feira,01:45:00,MG,40.0,"494,8",ESMERALDAS,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Não,2,0,0,1,1,0,1,2,"-19,66067","-44,19817",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
346361.0,2021-03-15,segunda-feira,07:05:00,MG,381.0,"655,3",SANTO ANTONIO DO AMPARO,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Ignorado,Dupla,Curva,Não,2,0,1,0,1,0,1,2,"-21,00073835","-44,96765656",SPRF-MG,DEL04-MG,UOP02-DEL04-MG
346365.0,2021-03-15,segunda-feira,08:25:00,MG,40.0,"747,2",SANTOS DUMONT,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva,Sim,1,0,0,1,0,0,1,1,"-21,4328731","-43,55221915",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
346383.0,2021-03-15,segunda-feira,11:30:00,MG,40.0,"624,5",CONSELHEIRO LAFAIETE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Curva,Não,2,1,0,0,1,0,0,2,"-20,61664349","-43,80480951",SPRF-MG,DEL05-MG,UOP02-DEL05-MG
346388.0,2021-02-27,sábado,04:40:00,MG,267.0,"152,8",LIMA DUARTE,Condutor Dormindo,Colisão lateral sentido oposto,Com Vítimas Feridas,Amanhecer,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-21,825264","-43,75612716",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
346435.0,2021-03-15,segunda-feira,17:40:00,MG,40.0,"512,5",RIBEIRAO DAS NEVES,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,Sim,3,0,1,0,2,0,1,3,"-19,78946999","-44,11290699",SPRF-MG,DEL01-MG,UOP02-DEL01-MG
346457.0,2021-03-15,segunda-feira,18:30:00,MG,262.0,"34,2",MANHUACU,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,3,0,1,0,2,0,1,2,"-20,25692664","-42,01099203",SPRF-MG,DEL06-MG,UOP04-DEL06-MG
346478.0,2021-03-16,terça-feira,00:20:00,MG,40.0,"728,9",OLIVEIRA FORTES,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-21,31842199","-43,58689599",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
346483.0,2021-03-16,terça-feira,03:22:00,MG,262.0,178,SAO DOMINGOS DO PRATA,Condutor Dormindo,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,1,"-19,92625471","-42,98211105",SPRF-MG,DEL03-MG,UOP01-DEL03-MG
346509.0,2021-03-16,terça-feira,06:40:00,MG,40.0,510,RIBEIRAO DAS NEVES,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Sol,Dupla,Reta,Sim,3,0,0,1,2,0,1,2,"-19,77463885","-44,12321882",SPRF-MG,DEL01-MG,UOP02-DEL01-MG
346587.0,2021-03-16,terça-feira,17:30:00,MG,381.0,"489,4",BETIM,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,0,1,1,2,"-19,96245618","-44,16455495",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
346603.0,2021-01-14,quinta-feira,09:45:00,MG,50.0,20,ARAGUARI,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,4,0,3,0,1,0,3,2,"-18,58721011","-48,05645629",SPRF-MG,DEL15-MG,UOP02-DEL15-MG
346635.0,2021-03-17,quarta-feira,00:20:00,MG,40.0,455,CAETANOPOLIS,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,"-19,35767518","-44,34735515",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
346646.0,2021-03-17,quarta-feira,06:00:00,MG,40.0,316,TRES MARIAS,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-18,48024596","-45,06576905",SPRF-MG,DEL14-MG,UOP02-DEL14-MG
346648.0,2021-01-11,segunda-feira,15:30:00,MG,251.0,"469,3",FRANCISCO SA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,3,0,2,0,1,0,2,2,"-16,47846186","-43,41953476",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
346665.0,2021-03-17,quarta-feira,06:23:00,MG,381.0,"634,9",SANTO ANTONIO DO AMPARO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-20,860054","-44,83755",SPRF-MG,DEL04-MG,UOP01-DEL04-MG
346682.0,2021-03-17,quarta-feira,10:20:00,MG,364.0,0,PLANURA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Ponte,Não,1,0,0,1,0,0,1,1,"-20,13824","-48,702347",SPRF-MG,DEL13-MG,UOP02-DEL13-MG
346696.0,2021-03-17,quarta-feira,10:30:00,MG,251.0,"473,9",FRANCISCO SA,Problema com o freio,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Não,1,0,0,0,1,0,0,1,"-16,47012768","-43,44753404",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
346710.0,2021-03-17,quarta-feira,11:34:00,MG,50.0,"54,3",ARAGUARI,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,3,1,0,0,0,2,0,1,"-18,77127759","-48,2451725",SPRF-MG,DEL15-MG,UOP02-DEL15-MG
346712.0,2021-03-17,quarta-feira,12:20:00,MG,40.0,572,ITABIRITO,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,1,1,0,2,2,"-20,23058501","-43,96905104",SPRF-MG,DEL01-MG,UOP02-DEL01-MG
